SYMBOL	fold
MIEN1	3
MIER1	1
MIER2	9
MIER3	8
MIF	2
MIF4GD	4
MIGA1	6
MIGA2	9
MIIP	1
MINDY1	7
MINDY2	8
MINDY3	9
MINK1	3
MINPP1	1
MIOS	6
MIPEP	8
MIPOL1	9
MIS12	9
MIS18A	0
MIS18BP1	7
MISP	4
MITD1	2
MITF	8
MKI67	5
MKKS	9
MKLN1	1
MKNK1	1
MKNK2	3
MKRN1	9
MKRN2	3
MKRN3	1
MKS1	7
MLEC	6
MLF1	0
MLF2	3
MLH1	7
MLH3	7
MLKL	4
MLLT1	2
MLLT10	9
MLLT11	9
MLLT3	8
MLLT6	0
MLPH	6
MLST8	4
MLX	3
MLXIP	0
MLYCD	8
MMAA	1
MMAB	8
MMACHC	8
MMADHC	7
MMD	3
MME	0
MMGT1	8
MMP11	0
MMP14	0
MMP15	2
MMP16	1
MMP17	7
MMP2	4
MMP24OS	2
MMS19	9
MMS22L	3
MMUT	9
MN1	4
MNAT1	3
MND1	5
MNS1	6
MNT	0
MOAP1	1
MOB1A	3
MOB1B	4
MOB2	7
MOB3A	6
MOB3B	8
MOB3C	0
MOB4	6
MOCOS	8
MOCS1	8
MOCS2	5
MOCS3	3
MOGS	9
MOK	4
MON1A	7
MON1B	3
MON2	8
MORC2	1
MORC3	4
MORC4	8
MORF4L1	9
MORF4L2	4
MORN1	8
MORN2	5
MORN4	9
MOSMO	8
MOSPD1	5
MOSPD2	6
MOSPD3	9
MOV10	5
MOXD1	2
MPC1	3
MPC2	2
MPDU1	0
MPDZ	4
MPG	6
MPHOSPH10	9
MPHOSPH6	6
MPHOSPH8	9
MPHOSPH9	9
MPI	9
MPLKIP	7
MPND	4
MPP1	2
MPP2	9
MPP3	4
MPP5	5
MPP6	3
MPP7	3
MPPE1	1
MPRIP	3
MPST	5
MPV17	6
MPV17L	8
MPV17L2	0
MPZL1	4
MPZL2	8
MPZL3	7
MR1	5
MRAS	8
MRC2	4
MRE11	5
MREG	2
MRFAP1	4
MRFAP1L1	1
MRGBP	3
MRI1	7
MRM1	4
MRM3	1
MRNIP	0
MROH1	0
MROH8	6
MRPL1	5
MRPL10	4
MRPL11	6
MRPL12	4
MRPL13	5
MRPL14	6
MRPL15	9
MRPL16	6
MRPL17	8
MRPL18	0
MRPL19	5
MRPL2	4
MRPL20	0
MRPL21	9
MRPL22	9
MRPL23	3
MRPL24	6
MRPL27	6
MRPL28	2
MRPL3	4
MRPL32	9
MRPL33	9
MRPL34	8
MRPL35	0
MRPL36	4
MRPL37	0
MRPL38	6
MRPL39	8
MRPL4	1
MRPL40	4
MRPL41	9
MRPL42	5
MRPL43	1
MRPL44	7
MRPL45	8
MRPL46	1
MRPL47	5
MRPL48	0
MRPL49	7
MRPL50	2
MRPL51	3
MRPL52	4
MRPL53	7
MRPL54	0
MRPL55	9
MRPL57	7
MRPL58	4
MRPL9	7
MRPS10	4
MRPS11	3
MRPS12	6
MRPS14	1
MRPS15	3
MRPS16	3
MRPS18A	4
MRPS18B	7
MRPS18C	0
MRPS2	8
MRPS21	4
MRPS22	6
MRPS23	2
MRPS24	4
MRPS25	1
MRPS26	7
MRPS27	3
MRPS28	3
MRPS30	3
MRPS31	7
MRPS33	4
MRPS34	2
MRPS35	2
MRPS36	0
MRPS5	7
MRPS6	1
MRPS7	1
MRPS9	0
MRRF	9
MRS2	3
MRTFA	6
MRTFB	9
MRTO4	0
MSANTD2	1
MSANTD3	8
MSANTD4	4
MSH2	0
MSH3	6
MSH6	6
MSI1	2
MSI2	7
MSL1	3
MSL2	1
MSL3	7
MSLN	5
MSMO1	8
MSN	1
MSRA	2
MSRB1	9
MSRB2	2
MSRB3	5
MSTO1	6
MSX1	1
MSX2	0
MT.ATP6	7
MT.ATP8	8
MT.CO2	7
MT.ND4L	1
MT.ND5	8
MT1E	3
MT1F	0
MT1X	1
MT2A	7
MTA1	8
MTA2	9
MTA3	2
MTAP	5
MTARC1	5
MTARC2	4
MTBP	8
MTCH1	8
MTCH2	5
MTCL1	9
MTDH	2
MTERF1	3
MTERF2	6
MTERF3	9
MTERF4	1
MTF1	2
MTF2	0
MTFMT	4
MTFP1	1
MTFR1	6
MTFR1L	0
MTFR2	6
MTG1	8
MTG2	6
MTHFD1	3
MTHFD1L	4
MTHFD2	7
MTHFD2L	3
MTHFR	5
MTHFS	5
MTHFSD	0
MTIF2	4
MTIF3	0
MTLN	7
MTM1	8
MTMR1	6
MTMR10	4
MTMR12	8
MTMR14	6
MTMR2	3
MTMR3	3
MTMR4	5
MTMR6	2
MTMR8	0
MTMR9	4
MTO1	7
MTOR	0
MTPAP	2
MTPN	4
MTR	8
MTRES1	7
MTREX	6
MTRF1	0
MTRF1L	2
MTRR	7
MTSS1	2
MTSS2	8
MTURN	6
MTUS1	3
MTX1	7
MTX2	6
MTX3	5
MUC1	2
MUL1	5
MUS81	3
MVB12A	4
MVB12B	2
MVD	9
MVK	4
MVP	9
MX1	7
MXD1	1
MXD3	5
MXD4	1
MXI1	2
MXRA7	7
MXRA8	2
MYADM	2
MYB	1
MYBBP1A	2
MYBL1	7
MYBL2	6
MYC	7
MYCBP2	5
MYCL	1
MYD88	6
MYDGF	1
MYEF2	3
MYH10	5
MYH14	3
MYH9	4
MYL12A	6
MYL12B	2
MYL5	6
MYL6	9
MYL6B	5
MYL9	5
MYLIP	2
MYLK	5
MYNN	7
MYO10	8
MYO18A	6
MYO19	7
MYO1B	0
MYO1C	4
MYO1D	4
MYO1E	2
MYO5A	9
MYO5B	9
MYO5C	2
MYO6	1
MYO9A	7
MYO9B	0
MYOF	2
MYORG	3
MYPOP	9
MYRF	0
MYSM1	7
MZF1	5
MZT1	4
MZT2A	3
MZT2B	5
N4BP1	6
N4BP2	7
N4BP2L2	0
N4BP3	8
N6AMT1	1
NAA10	9
NAA15	4
NAA16	4
NAA20	7
NAA25	3
NAA30	6
NAA35	0
NAA38	6
NAA40	2
NAA50	4
NAA60	7
NAA80	2
NAAA	9
NAB1	0
NAB2	1
NABP1	1
NABP2	9
NACA	9
NACC1	8
NACC2	2
NADK	4
NADK2	1
NADSYN1	4
NAE1	6
NAF1	6
NAGA	0
NAGK	0
NAGLU	8
NAGPA	9
NAIF1	1
NAMPT	3
NANOS1	3
NANP	3
NANS	3
NAP1L1	3
NAP1L2	2
NAP1L3	8
NAP1L4	9
NAP1L5	0
NAPA	0
NAPB	5
NAPEPLD	1
NAPG	7
NAPRT	8
NARF	7
NARS1	2
NARS2	0
NASP	9
NAT1	1
NAT10	6
NAT14	4
NAT8L	4
NAT9	8
NATD1	8
NAV1	2
NAV2	0
NAXD	2
NAXE	0
NBAS	0
NBDY	5
NBEA	6
NBEAL1	8
NBEAL2	3
NBL1	2
NBN	7
NBR1	7
NCALD	4
NCAM1	9
NCAM2	2
NCAPD2	7
NCAPD3	8
NCAPG	3
NCAPG2	0
NCAPH	5
NCAPH2	0
NCBP1	3
NCBP2	2
NCBP2AS2	7
NCBP3	1
NCDN	4
NCEH1	0
NCF2	5
NCK1	8
NCK2	3
NCKAP1	2
NCKAP5L	9
NCKIPSD	2
NCL	7
NCLN	2
NCOA1	2
NCOA2	7
NCOA3	6
NCOA4	7
NCOA5	3
NCOA6	6
NCOA7	6
NCOR1	5
NCOR2	0
NCR3LG1	5
NCS1	2
NCSTN	6
NDC1	6
NDC80	7
NDE1	1
NDEL1	2
NDFIP1	8
NDFIP2	0
NDN	1
NDNF	1
NDOR1	1
NDRG1	2
NDRG2	8
NDRG3	1
NDRG4	3
NDST1	0
NDUFA1	1
NDUFA10	8
NDUFA11	1
NDUFA12	5
NDUFA13	9
NDUFA2	3
NDUFA3	6
NDUFA4	5
NDUFA5	6
NDUFA6	4
NDUFA8	9
NDUFA9	0
NDUFAB1	6
NDUFAF1	7
NDUFAF2	1
NDUFAF3	1
NDUFAF4	6
NDUFAF5	1
NDUFAF6	1
NDUFAF7	8
NDUFAF8	2
NDUFB1	2
NDUFB10	1
NDUFB11	6
NDUFB2	7
NDUFB3	3
NDUFB4	0
NDUFB5	5
NDUFB6	7
NDUFB7	6
NDUFB8	0
NDUFB9	9
NDUFC1	5
NDUFC2	6
NDUFS1	3
NDUFS2	6
NDUFS3	8
NDUFS4	8
NDUFS5	2
NDUFS6	6
NDUFS7	1
NDUFS8	6
NDUFV1	1
NDUFV2	5
NDUFV3	1
NEBL	4
NECAB3	4
NECAP1	0
NECAP2	6
NECTIN1	3
NECTIN2	4
NECTIN3	3
NEDD1	1
NEDD4	1
NEDD4L	2
NEDD8	1
NEDD9	3
NEFL	3
NEGR1	9
NEIL2	8
NEIL3	7
NEK1	4
NEK11	3
NEK2	5
NEK3	1
NEK4	4
NEK6	5
NEK7	3
NEK8	1
NEK9	5
NELFA	3
NELFB	5
NELFCD	4
NELFE	9
NELL2	9
NEMF	8
NEMP1	9
NEMP2	6
NENF	6
NEO1	3
NEPRO	5
NES	1
NET1	4
NETO2	8
NEU1	8
NEU3	1
NEURL1B	1
NEURL4	3
NEXN	4
NF1	5
NF2	9
NFASC	0
NFAT5	3
NFATC1	0
NFATC2	1
NFATC2IP	4
NFATC3	6
NFATC4	0
NFE2L1	7
NFE2L2	0
NFE2L3	0
NFIA	5
NFIB	2
NFIC	6
NFIL3	3
NFIX	6
NFKB1	9
NFKB2	9
NFKBIA	4
NFKBIB	1
NFKBID	7
NFKBIE	4
NFKBIL1	7
NFKBIZ	4
NFRKB	0
NFS1	9
NFU1	9
NFX1	8
NFXL1	5
NFYA	2
NFYB	1
NFYC	4
NGDN	5
NGEF	0
NGLY1	8
NGRN	4
NHLRC2	9
NHLRC3	6
NHP2	8
NHS	0
NHSL1	1
NIBAN1	7
NIBAN2	6
NICN1	6
NID1	2
NID2	2
NIF3L1	4
NIFK	7
NIN	2
NINJ1	9
NINL	0
NIP7	6
NIPA1	5
NIPA2	5
NIPAL1	0
NIPAL2	3
NIPAL3	1
NIPBL	5
NIPSNAP1	3
NIPSNAP2	9
NIPSNAP3A	8
NISCH	6
NIT1	3
NIT2	0
NKAP	0
NKAPD1	9
NKD2	3
NKIRAS1	4
NKIRAS2	1
NKRF	3
NKTR	5
NKX2.5	7
NKX3.1	4
NLE1	7
NLGN1	5
NLGN2	2
NLK	3
NLN	2
NLRC5	3
NLRX1	6
NMB	3
NMD3	1
NME1	4
NME3	4
NME4	2
NME6	9
NME7	9
NMI	2
NMNAT1	2
NMNAT2	3
NMRAL1	9
NMRK1	0
NMT1	1
NMT2	4
NMU	9
NNMT	3
NNT	3
NOA1	2
NOB1	6
NOC2L	8
NOC3L	8
NOC4L	4
NOCT	2
NOD1	7
NOG	6
NOL10	4
NOL11	5
NOL3	6
NOL4L	2
NOL6	8
NOL7	8
NOL8	2
NOL9	1
NOLC1	1
NOM1	0
NOMO1	4
NOMO2	9
NONO	3
NOP10	5
NOP14	9
NOP16	4
NOP53	5
NOP56	7
NOP58	1
NOP9	4
NOS1AP	1
NOSIP	5
NOTCH1	4
NOTCH2	6
NOTCH3	0
NOVA1	5
NOVA2	5
NPAS1	0
NPAS2	2
NPAT	4
NPC1	5
NPC2	2
NPDC1	2
NPEPPS	2
NPHP1	8
NPHP4	3
NPL	3
NPLOC4	2
NPM1	2
NPM3	9
NPNT	4
NPR2	6
NPR3	3
NPRL2	5
NPRL3	6
NPTN	6
NPTX1	8
NPTX2	2
NPTXR	6
NQO1	0
NQO2	8
NR1D1	8
NR1D2	3
NR1H2	8
NR1H3	2
NR2C1	6
NR2C2	4
NR2C2AP	6
NR2F1	6
NR2F2	8
NR2F6	4
NR3C1	7
NR3C2	4
NR4A1	8
NR4A2	8
NR4A3	4
NRARP	8
NRAS	9
NRBF2	8
NRBP1	1
NRBP2	7
NRCAM	0
NRDC	9
NRDE2	5
NREP	8
NRF1	6
NRG1	4
NRGN	5
NRIP1	0
NRIP3	2
NRM	4
NRN1	4
NRP1	7
NRP2	0
NRSN2	5
NSA2	0
NSD1	1
NSD2	2
NSD3	7
NSDHL	7
NSF	1
NSFL1C	3
NSG1	9
NSL1	6
NSMAF	7
NSMCE1	7
NSMCE2	7
NSMCE3	4
NSMCE4A	5
NSMF	7
NSRP1	3
NSUN2	0
NSUN3	9
NSUN4	2
NSUN5	6
NSUN6	4
NT5C	0
NT5C2	7
NT5C3A	7
NT5C3B	7
NT5DC1	0
NT5DC2	6
NT5DC3	6
NT5E	7
NTAN1	2
NTHL1	5
NTM	0
NTMT1	6
NTN1	0
NTN4	5
NTPCR	3
NUAK1	9
NUAK2	6
NUB1	8
NUBP1	2
NUBP2	5
NUBPL	5
NUCB1	0
NUCB2	1
NUCKS1	6
NUDC	9
NUDCD1	8
NUDCD2	9
NUDCD3	6
NUDT1	1
NUDT11	3
NUDT12	5
NUDT13	8
NUDT14	6
NUDT15	1
NUDT16	3
NUDT16L1	2
NUDT17	5
NUDT18	8
NUDT19	5
NUDT2	9
NUDT21	7
NUDT22	1
NUDT3	2
NUDT5	9
NUDT6	4
NUDT7	1
NUDT8	3
NUDT9	3
NUF2	4
NUFIP1	1
NUFIP2	3
NUMA1	5
NUMB	6
NUMBL	6
NUP107	2
NUP133	7
NUP153	7
NUP155	4
NUP160	8
NUP188	5
NUP205	1
NUP210	7
NUP214	0
NUP35	2
NUP37	9
NUP42	3
NUP43	0
NUP50	0
NUP54	6
NUP58	1
NUP62	0
NUP62CL	9
NUP85	8
NUP88	9
NUP93	6
NUP98	0
NUPR1	5
NUS1	4
NUTF2	2
NVL	8
NXF1	8
NXN	6
NXPE3	6
NXPH4	3
NXT1	0
NXT2	8
NYNRIN	8
OAF	7
OARD1	3
OAS1	4
OAS3	2
OASL	4
OAT	9
OAZ1	4
OAZ2	7
OBI1	7
OBSL1	4
OCEL1	5
OCIAD1	3
OCIAD2	1
OCLN	1
OCRL	7
ODC1	7
ODF2	4
ODF2L	7
ODR4	8
OFD1	0
OGA	2
OGDH	0
OGDHL	1
OGFOD1	2
OGFOD2	4
OGFOD3	5
OGFR	3
OGFRL1	2
OGG1	8
OGT	6
OIP5	1
OLA1	0
OLFM1	2
OLFM2	5
OLFML2A	5
OLFML2B	7
OLFML3	3
OMA1	0
ONECUT2	5
OPA1	3
OPA3	2
OPHN1	5
OPLAH	3
OPN3	2
OPTN	2
ORAI1	1
ORAI2	1
ORAI3	2
ORC1	7
ORC2	0
ORC3	3
ORC4	2
ORC5	3
ORC6	9
ORMDL1	9
ORMDL2	8
ORMDL3	8
OS9	7
OSBP	3
OSBP2	6
OSBPL10	9
OSBPL11	6
OSBPL1A	4
OSBPL2	8
OSBPL3	4
OSBPL5	7
OSBPL6	6
OSBPL7	2
OSBPL8	6
OSBPL9	6
OSCP1	5
OSER1	9
OSGEP	5
OSGEPL1	6
OSGIN1	7
OSGIN2	7
OSMR	9
OSR2	4
OST4	4
OSTC	0
OSTF1	0
OSTM1	1
OTUB1	3
OTUB2	3
OTUD1	0
OTUD3	0
OTUD4	8
OTUD5	2
OTUD6B	4
OTUD7B	9
OTULIN	1
OTULINL	0
OTX1	4
OVCA2	3
OXA1L	4
OXCT1	7
OXLD1	0
OXNAD1	0
OXR1	7
OXSM	6
OXSR1	1
P2RX4	8
P2RY1	7
P3H1	1
P3H2	2
P3H3	0
P3H4	1
P4HA1	1
P4HA2	9
P4HB	4
P4HTM	8
PA2G4	2
PAAF1	4
PABPC1	8
PABPC4	0
PABPC4L	9
PABPN1	4
PACC1	0
PACRGL	1
PACS1	2
PACS2	9
PACSIN2	0
PACSIN3	3
PADI2	7
PAF1	6
PAFAH1B1	3
PAFAH1B2	2
PAFAH1B3	9
PAFAH2	1
PAG1	9
PAICS	7
PAIP1	1
PAIP2	2
PAIP2B	1
PAK1	3
PAK1IP1	6
PAK2	8
PAK4	7
PALB2	1
PALD1	4
PALLD	2
PALM	3
PALM2AKAP2	0
PALMD	9
PAM	5
PAN2	0
PAN3	1
PANK1	5
PANK2	5
PANK3	9
PANK4	6
PANX1	3
PAPOLA	3
PAPOLG	4
PAPPA	3
PAPSS1	8
PAPSS2	5
PAQR3	6
PAQR4	8
PAQR5	6
PAQR7	3
PAQR8	2
PARD3	8
PARD3B	6
PARD6B	1
PARD6G	3
PARG	0
PARK7	3
PARL	8
PARM1	0
PARN	3
PARP1	2
PARP10	5
PARP11	3
PARP12	2
PARP14	1
PARP16	2
PARP2	2
PARP3	7
PARP4	3
PARP6	1
PARP8	9
PARP9	8
PARPBP	4
PARS2	8
PARVA	9
PARVB	6
PASK	0
PATJ	3
PATL1	4
PATZ1	8
PAWR	5
PAX6	5
PAX9	4
PAXBP1	0
PAXIP1	9
PAXX	7
PBDC1	5
PBK	0
PBLD	2
PBRM1	3
PBX1	5
PBX2	9
PBX3	7
PBXIP1	9
PC	1
PCBD1	8
PCBD2	8
PCBP1	0
PCBP2	9
PCBP4	9
PCCA	4
PCCB	9
PCDH1	5
PCDH18	0
PCDH7	2
PCDH9	3
PCDHB14	3
PCDHB16	8
PCDHB2	9
PCDHGA10	9
PCDHGB1	5
PCDHGB5	1
PCDHGB7	5
PCDHGC3	9
PCED1A	1
PCF11	2
PCGF1	8
PCGF2	1
PCGF3	6
PCGF5	5
PCGF6	5
PCID2	1
PCIF1	2
PCK2	3
PCLAF	1
PCM1	9
PCMT1	1
PCMTD1	6
PCMTD2	4
PCNA	0
PCNP	2
PCNT	7
PCNX1	5
PCNX3	1
PCNX4	4
PCOLCE	2
PCOLCE2	8
PCSK1N	6
PCSK5	5
PCSK6	4
PCSK7	7
PCSK9	9
PCTP	1
PCYOX1	6
PCYOX1L	6
PCYT1A	2
PCYT2	7
PDAP1	3
PDCD10	7
PDCD11	9
PDCD2	6
PDCD2L	2
PDCD4	1
PDCD5	1
PDCD6	5
PDCD6IP	8
PDCD7	1
PDCL	6
PDCL3	3
PDE10A	3
PDE12	6
PDE2A	5
PDE3A	8
PDE3B	6
PDE4A	7
PDE4B	3
PDE4D	3
PDE4DIP	7
PDE5A	7
PDE6D	3
PDE7A	9
PDE8A	4
PDE9A	3
PDF	8
PDGFA	5
PDGFB	4
PDGFC	6
PDGFD	1
PDGFRB	4
PDGFRL	4
PDHA1	4
PDHB	1
PDHX	9
PDIA3	3
PDIA4	9
PDIA5	3
PDIA6	4
PDIK1L	0
PDK1	9
PDK2	7
PDK3	1
PDK4	7
PDLIM1	2
PDLIM2	6
PDLIM3	6
PDLIM4	3
PDLIM5	5
PDLIM7	1
PDP1	6
PDP2	0
PDPK1	4
PDPN	4
PDPR	1
PDRG1	2
PDS5A	7
PDS5B	3
PDSS1	4
PDSS2	9
PDXDC1	9
PDXK	8
PDXP	0
PDZD11	0
PDZD8	4
PDZRN3	7
PEA15	0
PEAK1	5
PEBP1	0
PECR	5
PEF1	1
PEG10	1
PELI1	8
PELI2	7
PELI3	1
PELO	4
PELP1	7
PEMT	4
PEPD	4
PER1	9
PER2	5
PER3	9
PERP	9
PES1	0
PET100	5
PET117	7
PEX1	1
PEX10	5
PEX11A	9
PEX11B	2
PEX11G	2
PEX12	5
PEX13	0
PEX14	0
PEX16	8
PEX19	5
PEX2	7
PEX26	0
PEX3	1
PEX5	5
PEX6	1
PEX7	6
PFAS	1
PFDN1	0
PFDN2	1
PFDN4	6
PFDN5	1
PFDN6	1
PFKFB2	7
PFKFB3	3
PFKFB4	5
PFKL	2
PFKM	2
PFKP	6
PFN1	9
PFN2	3
PGAM1	3
PGAM5	7
PGAP1	4
PGAP2	0
PGAP3	3
PGAP4	2
PGAP6	1
PGBD1	2
PGBD2	0
PGBD4	4
PGBD5	0
PGD	9
PGGHG	1
PGGT1B	7
PGK1	4
PGLS	6
PGM1	1
PGM2	0
PGM2L1	7
PGM3	4
PGM5	6
PGP	0
PGPEP1	4
PGRMC1	1
PGRMC2	1
PGS1	7
PHACTR2	3
PHACTR4	9
PHAX	9
PHB	9
PHB2	1
PHC1	1
PHC2	2
PHC3	3
PHETA1	6
PHETA2	1
PHF1	9
PHF10	5
PHF11	3
PHF12	4
PHF13	1
PHF14	9
PHF19	0
PHF2	7
PHF20	2
PHF20L1	4
PHF21A	0
PHF23	0
PHF3	2
PHF5A	5
PHF6	6
PHF8	0
PHGDH	3
PHIP	8
PHKA1	5
PHKA2	8
PHKB	5
PHKG2	9
PHLDA1	1
PHLDA2	3
PHLDA3	5
PHLDB1	1
PHLDB2	5
PHLDB3	8
PHLPP1	8
PHLPP2	1
PHOSPHO2	3
PHPT1	2
PHRF1	0
PHTF1	5
PHTF2	8
PHYH	8
PHYHD1	2
PHYKPL	8
PI4K2A	2
PI4K2B	1
PI4KA	9
PI4KB	6
PIAS1	6
PIAS2	1
PIAS3	1
PIAS4	0
PIBF1	1
PICALM	2
PICK1	8
PID1	0
PIDD1	6
PIEZO1	4
PIF1	9
PIGA	8
PIGB	2
PIGBOS1	3
PIGC	9
PIGF	6
PIGG	3
PIGH	8
PIGK	2
PIGL	0
PIGM	2
PIGN	3
PIGO	6
PIGP	1
PIGQ	2
PIGS	2
PIGT	9
PIGU	6
PIGV	4
PIGW	7
PIGX	7
PIH1D1	4
PIH1D2	6
PIK3AP1	6
PIK3C2A	3
PIK3C2B	4
PIK3C3	2
PIK3CA	4
PIK3CB	4
PIK3CD	0
PIK3IP1	1
PIK3R1	6
PIK3R4	1
PIKFYVE	9
PIM1	7
PIM2	0
PIM3	4
PIMREG	1
PIN1	9
PIN4	5
PINK1	9
PINX1	5
PIP4K2A	1
PIP4K2B	9
PIP4K2C	9
PIP4P1	4
PIP4P2	9
PIP5K1A	7
PIP5K1C	7
PIR	6
PISD	1
PITHD1	7
PITPNA	7
PITPNB	3
PITPNC1	0
PITPNM1	0
PITRM1	4
PITX1	2
PITX2	7
PJA1	4
PJA2	0
PKD1	7
PKD2	9
PKDCC	7
PKIA	5
PKIB	2
PKIG	0
PKM	5
PKMYT1	5
PKN1	1
PKN2	2
PKN3	9
PKNOX1	4
PKP2	2
PKP3	8
PKP4	2
PLA2G12A	9
PLA2G15	5
PLA2G4A	9
PLA2G4C	2
PLA2G6	9
PLAA	6
PLAAT3	6
PLAAT4	3
PLAC8	6
PLAG1	3
PLAGL1	5
PLAGL2	1
PLAT	6
PLAU	1
PLAUR	0
PLBD1	9
PLBD2	1
PLCB1	0
PLCB3	0
PLCB4	9
PLCD1	4
PLCD3	5
PLCE1	4
PLCG1	6
PLCG2	9
PLCH1	7
PLCL2	2
PLCXD1	4
PLD1	8
PLD2	7
PLD3	6
PLD6	8
PLEC	6
PLEK2	9
PLEKHA1	4
PLEKHA2	9
PLEKHA3	8
PLEKHA4	4
PLEKHA5	9
PLEKHA6	7
PLEKHA7	3
PLEKHA8	5
PLEKHB1	4
PLEKHB2	1
PLEKHF1	8
PLEKHF2	2
PLEKHG1	8
PLEKHG2	4
PLEKHG3	1
PLEKHG4	7
PLEKHG5	6
PLEKHH1	9
PLEKHH3	1
PLEKHJ1	8
PLEKHM1	8
PLEKHM2	2
PLEKHM3	6
PLEKHO1	8
PLEKHO2	4
PLGRKT	2
PLIN2	7
PLIN3	9
PLK1	4
PLK2	2
PLK3	8
PLK4	2
PLLP	8
PLOD1	6
PLOD2	1
PLOD3	3
PLP2	9
PLPBP	9
PLPP1	9
PLPP2	2
PLPP3	8
PLPP5	7
PLPP6	0
PLPPR2	9
PLRG1	9
PLS1	4
PLS3	3
PLSCR1	7
PLSCR4	1
PLTP	3
PLXDC2	6
PLXNA1	2
PLXNA2	0
PLXNA3	1
PLXNB1	7
PLXNB2	2
PLXND1	1
PM20D2	7
PMAIP1	5
PMEL	6
PMEPA1	6
PMF1	2
PML	8
PMM1	5
PMM2	4
PMP22	1
PMPCA	0
PMPCB	8
PMS1	7
PMS2	2
PMVK	6
PNISR	5
PNKD	2
PNKP	7
PNMA1	6
PNMA2	2
PNMA6A	1
PNMA8A	0
PNN	5
PNO1	7
PNP	2
PNPLA2	7
PNPLA3	7
PNPLA4	8
PNPLA6	8
PNPLA8	9
PNPO	3
PNPT1	8
PNRC1	2
PNRC2	0
POC1A	7
POC1B	3
POC5	3
PODXL	0
PODXL2	1
POFUT1	1
POFUT2	2
POGK	4
POGLUT1	8
POGLUT2	4
POGLUT3	6
POGZ	2
POLA1	1
POLA2	6
POLB	2
POLD1	8
POLD2	9
POLD3	3
POLD4	7
POLDIP2	7
POLDIP3	2
POLE	8
POLE2	8
POLE3	6
POLE4	6
POLG	3
POLG2	6
POLH	2
POLI	1
POLK	2
POLL	1
POLM	7
POLQ	2
POLR1A	0
POLR1B	0
POLR1C	3
POLR1D	4
POLR1E	0
POLR2A	4
POLR2B	2
POLR2C	5
POLR2D	3
POLR2E	6
POLR2F	5
POLR2G	7
POLR2H	4
POLR2I	9
POLR2J	6
POLR2K	8
POLR2L	8
POLR2M	0
POLR3A	9
POLR3B	0
POLR3C	8
POLR3D	9
POLR3E	1
POLR3F	1
POLR3G	3
POLR3GL	0
POLR3H	4
POLR3K	7
POLRMT	8
POM121	8
POM121C	1
POMGNT1	3
POMGNT2	3
POMK	8
POMP	8
POMT1	0
POMT2	9
PON2	6
POP1	7
POP4	4
POP5	0
POP7	8
POR	1
PORCN	7
POT1	6
POU2F1	5
PPA1	5
PPA2	1
PPAN	2
PPARA	7
PPARD	3
PPARG	6
PPARGC1A	6
PPARGC1B	7
PPAT	9
PPCDC	8
PPCS	6
PPDPF	6
PPFIA1	8
PPFIA3	8
PPFIBP1	2
PPFIBP2	6
PPHLN1	4
PPIA	8
PPIB	5
PPIC	1
PPID	6
PPIE	9
PPIF	8
PPIG	5
PPIH	5
PPIL1	9
PPIL2	8
PPIL3	1
PPIL4	7
PPIP5K1	0
PPIP5K2	1
PPL	6
PPM1A	7
PPM1B	0
PPM1D	1
PPM1E	7
PPM1F	3
PPM1G	8
PPM1H	7
PPM1J	9
PPM1K	1
PPM1L	2
PPM1M	5
PPME1	8
PPOX	5
PPP1CA	6
PPP1CB	5
PPP1CC	3
PPP1R10	2
PPP1R11	1
PPP1R12A	8
PPP1R12B	8
PPP1R12C	8
PPP1R13B	8
PPP1R13L	4
PPP1R14A	6
PPP1R14B	7
PPP1R14C	4
PPP1R15A	3
PPP1R15B	5
PPP1R16A	6
PPP1R18	6
PPP1R2	8
PPP1R21	7
PPP1R26	6
PPP1R35	0
PPP1R37	6
PPP1R3B	7
PPP1R3C	0
PPP1R3D	8
PPP1R3E	3
PPP1R3F	8
PPP1R7	8
PPP1R8	4
PPP1R9A	6
PPP1R9B	4
PPP2CA	3
PPP2CB	8
PPP2R1A	5
PPP2R1B	8
PPP2R2A	4
PPP2R2D	4
PPP2R3A	8
PPP2R3B	7
PPP2R3C	7
PPP2R5A	9
PPP2R5B	1
PPP2R5C	6
PPP2R5D	0
PPP2R5E	6
PPP3CA	1
PPP3CB	8
PPP3CC	8
PPP3R1	9
PPP4C	3
PPP4R1	4
PPP4R2	9
PPP4R3A	9
PPP4R3B	7
PPP5C	8
PPP6C	0
PPP6R1	8
PPP6R2	5
PPP6R3	9
PPRC1	1
PPT1	5
PPT2	5
PPTC7	3
PPWD1	6
PQBP1	7
PRADC1	9
PRAF2	5
PRAG1	2
PRAME	8
PRC1	4
PRCC	8
PRCP	4
PRDM10	1
PRDM15	0
PRDM2	2
PRDM4	1
PRDM5	6
PRDX1	9
PRDX2	1
PRDX3	9
PRDX4	5
PRDX5	5
PRDX6	1
PREB	9
PRELID1	8
PRELID2	7
PRELID3A	8
PRELID3B	3
PREP	1
PREPL	3
PREX1	7
PRICKLE1	1
PRICKLE2	3
PRICKLE3	0
PRIM1	0
PRIM2	0
PRIMPOL	2
PRKAA1	9
PRKAA2	6
PRKAB1	5
PRKAB2	7
PRKACA	3
PRKACB	1
PRKAG1	1
PRKAG2	7
PRKAR1A	3
PRKAR1B	1
PRKAR2A	2
PRKAR2B	7
PRKCA	1
